"Rank","Team","Conference","Score","Elo","True Margin","Wins","Losses"
61,"Maryland","Atlantic Coast Conference",5.85,2221,16.29,5,3
62,"Bowling Green","Mid-American Conference",5.78,2217,16.63,5,3
63,"Chattanooga","Southern",5.71,2213,16.99,1,0
64,"Boston College","Atlantic Coast Conference",5.71,2202,23.52,4,4
65,"Eastern Illinois","OVC",5.63,2200,22.01,1,1
66,"San Jose State","Mountain West Conference",5.62,2228,4.35,5,3
67,"Rutgers","American Athletic Conference",5.6,2225,5.9,5,3
68,"Northern Iowa","MVFC",5.57,2214,12.18,1,0
69,"Pittsburgh","Atlantic Coast Conference",5.56,2200,20.52,4,4
70,"Tulane","Conference USA",5.56,2233,-0.22,6,3
71,"Vanderbilt","Southeastern Conference",5.56,2202,18.72,4,4
72,"Tennessee","Southeastern Conference",5.52,2194,22.5,4,5
73,"Washington State","Pac-12 Conference",5.44,2190,22.82,4,5
74,"Towson","Colonial",5.43,2214,7.5,1,0
75,"Syracuse","Atlantic Coast Conference",5.42,2206,11.94,4,4
76,"Indiana","Big Ten Conference",5.37,2180,26.61,3,5
77,"North Carolina","Atlantic Coast Conference",5.36,2185,23.39,3,5
78,"Eastern Washington","Big Sky",5.35,2198,14.39,1,1
79,"Navy","Independent",5.32,2199,13.22,4,4
80,"Texas State","Sun Belt Conference",5.31,2232,-7.97,6,3
81,"Northwestern","Big Ten Conference",5.3,2184,22,4,5
82,"Western Kentucky","Sun Belt Conference",5.26,2209,4.63,5,4
83,"West Virginia","Big 12 Conference",5.26,2191,16.08,4,5
84,"Wake Forest","Atlantic Coast Conference",5.17,2193,12.21,4,5
85,"Fordham","Patriot",5.1,2212,-2.44,1,0
86,"Middle Tennessee","Conference USA",5.06,2210,-2.11,5,4
87,"Louisiana-Monroe","Sun Belt Conference",5.06,2215,-5.32,5,4
88,"San Diego State","Mountain West Conference",4.95,2204,-1.67,4,4
89,"TCU","Big 12 Conference",4.92,2166,20.85,3,6
90,"Arkansas State","Sun Belt Conference",4.92,2201,-0.97,4,4
91,"Stony Brook","Big South",4.91,2185,8.57,0,1
92,"Colorado State","Mountain West Conference",4.89,2189,5.65,4,5
93,"Richmond","Colonial",4.88,2187,6.61,0,1
94,"UNLV","Mountain West Conference",4.84,2212,-10.35,5,4
95,"Illinois","Big Ten Conference",4.83,2175,12.7,3,5
96,"Bethune-Cookman","Mid-Eastern",4.83,2200,-3.01,1,1
97,"Wyoming","Mountain West Conference",4.82,2195,-0.41,4,4
98,"North Carolina State","Atlantic Coast Conference",4.81,2171,13.9,3,5
99,"Southeast Missouri State","OVC",4.8,2187,3.9,0,1
100,"Troy","Sun Belt Conference",4.78,2209,-10.16,5,4
101,"Jacksonville State","OVC",4.78,2212,-12.37,1,0
102,"Missouri State","MVFC",4.75,2186,2.92,0,1
103,"Maine","Colonial",4.75,2200,-6.18,1,1
104,"Villanova","Colonial",4.74,2186,2.35,0,1
105,"UTSA","Conference USA",4.74,2191,-0.53,4,5
106,"William & Mary","Colonial",4.71,2186,1.39,0,1
107,"SMU","American Athletic Conference",4.63,2188,-2.32,3,4
108,"Colorado","Pac-12 Conference",4.62,2178,3.63,3,5
109,"Southern Illinois","MVFC",4.6,2186,-2.2,0,1
110,"Samford","Southern",4.57,2200,-11.63,1,1
111,"Montana State","Big Sky",4.57,2186,-2.88,0,1
112,"Kentucky","Southeastern Conference",4.54,2158,13.81,2,6
113,"Furman","Southern",4.46,2188,-7.71,0,1
114,"Florida Atlantic","Conference USA",4.45,2171,2.71,3,6
115,"South Alabama","Sun Belt Conference",4.39,2172,0.01,3,5
116,"Portland State","Big Sky",4.39,2186,-8.66,0,1
117,"James Madison","Colonial",4.35,2186,-9.85,0,1
118,"Arkansas","Southeastern Conference",4.31,2166,1.47,3,6
119,"Southern Utah","Big Sky",4.28,2200,-20.48,1,1
120,"Eastern Kentucky","OVC",4.27,2186,-12.79,0,1
121,"South Carolina State","Mid-Eastern",4.26,2187,-13.53,0,1
122,"Southeastern Louisiana","Southland",4.22,2186,-14.11,0,1
123,"Sam Houston State","Southland",4.22,2187,-14.78,0,1
124,"Central Arkansas","Southland",4.16,2186,-16.26,0,1
125,"Illinois State","MVFC",4.14,2186,-16.92,0,1
126,"Liberty","Big South",4.06,2186,-19.54,0,1
127,"Memphis","American Athletic Conference",4.05,2142,8.06,1,6
128,"Northern Arizona","Big Sky",4.05,2186,-19.8,0,1
129,"New Hampshire","Colonial",4.03,2186,-20.19,0,1
130,"Virginia","Atlantic Coast Conference",4.02,2144,5.8,2,7
131,"Nevada","Mountain West Conference",3.98,2164,-7.76,3,6
132,"South Florida","American Athletic Conference",3.97,2159,-4.94,2,6
133,"Youngstown State","MVFC",3.92,2188,-24.45,0,1
134,"Presbyterian","Big South",3.92,2186,-23.88,0,1
135,"Cal Poly","Big Sky",3.92,2173,-15.52,0,2
136,"Wofford","Southern",3.91,2186,-24.18,0,1
137,"Tennessee Tech","OVC",3.9,2187,-25.07,0,1
138,"Kansas","Big 12 Conference",3.85,2155,-6.24,2,6
139,"South Dakota","MVFC",3.83,2186,-26.85,0,1
140,"Akron","Mid-American Conference",3.8,2159,-10.76,3,7
141,"Central Michigan","Mid-American Conference",3.77,2179,-24.26,3,5
142,"Louisiana Tech","Conference USA",3.75,2175,-22.3,3,5
143,"Iowa State","Big 12 Conference",3.69,2133,2.25,1,7
144,"Army","Independent",3.66,2156,-13.11,3,6
145,"Old Dominion","Colonial",3.6,2162,-19.06,0,3
146,"South Dakota State","MVFC",3.58,2187,-35.04,0,1
147,"New Mexico","Mountain West Conference",3.54,2148,-11.93,2,6
148,"Jackson State","Southwestern",3.54,2186,-36.18,0,1
149,"Alabama St.","Southwestern",3.5,2184,-36.15,0,1
150,"Northern Colorado","Big Sky",3.49,2186,-37.64,0,1
151,"California","Pac-12 Conference",3.48,2124,1.02,1,8
152,"Tulsa","Conference USA",3.47,2151,-16,2,6
153,"Prairie View A&M","Southwestern",3.47,2187,-38.67,0,1
154,"Abilene Christian","Ind",3.47,2183,-36.37,0,1
155,"Southern University","Southwestern",3.41,2186,-40.15,0,1
156,"Alcorn St.","Southwestern",3.41,2186,-39.94,0,1
157,"Stephen F. Austin","Southland",3.4,2187,-41.05,0,1
158,"N.C. Central","Mid-Eastern",3.38,2186,-41.24,0,1
159,"Idaho State","Big Sky",3.38,2188,-41.91,0,1
160,"Indiana State","MVFC",3.36,2173,-33.36,0,2
161,"Charleston So.","Big South",3.36,2186,-41.61,0,1
162,"Howard","Mid-Eastern",3.36,2186,-41.92,0,1
163,"Western Illinois","MVFC",3.32,2174,-35.47,0,2
164,"Sacramento State","Big Sky",3.31,2174,-35.36,0,2
165,"UC Davis","Big Sky",3.29,2186,-43.87,0,1
166,"Colgate","Patriot",3.23,2186,-46.09,0,1
167,"Air Force","Mountain West Conference",3.22,2143,-19.08,2,7
168,"Murray State","OVC",3.2,2174,-39.06,0,2
169,"Temple","American Athletic Conference",3.2,2120,-5.66,1,8
170,"Norfolk State","Mid-Eastern",3.2,2186,-46.77,0,1
171,"Tennessee-Martin","OVC",3.2,2186,-46.8,0,1
172,"UAB","Conference USA",3.14,2149,-25.27,2,6
173,"Delaware","Colonial",3.12,2187,-49.89,0,1
174,"Kent State","Mid-American Conference",3.07,2129,-15.29,2,8
175,"Nicholls State","Southland",3.06,2185,-50.95,1,2
176,"Lamar","Southland",3.02,2174,-44.99,0,2
177,"Purdue","Big Ten Conference",2.97,2135,-21.98,1,7
178,"Grambling","Southwestern",2.96,2186,-54.26,0,1
179,"Florida A&M","Mid-Eastern",2.92,2188,-56.94,0,1
180,"Gardner-Webb","Big South",2.89,2187,-57.41,0,1
181,"Morgan State","Mid-Eastern",2.87,2173,-49.01,0,2
182,"Connecticut","American Athletic Conference",2.76,2119,-18.76,0,7
183,"Virginia Military","Big South",2.75,2186,-61.51,0,1
184,"Western Carolina","Southern",2.71,2162,-47.47,0,3
185,"Elon","Southern",2.69,2186,-63.4,0,1
186,"Hawai'i","Mountain West Conference",2.68,2105,-12.83,0,8
187,"Wagner","Northeast",2.65,2185,-64.08,0,1
188,"Austin Peay","OVC",2.56,2161,-51.68,0,3
189,"Arkansas-Pine Bluff","Southwestern",2.52,2186,-68.7,0,1
190,"UTEP","Conference USA",2.43,2125,-33.01,1,7
191,"Massachusetts","Mid-American Conference",2.42,2119,-29.45,1,8
192,"Western Michigan","Mid-American Conference",2.34,2122,-34.46,1,8
193,"Northwestern State","Southland",2.23,2173,-69.44,0,2
194,"Weber State","Big Sky",2.2,2174,-71.24,0,2
195,"Florida International","Conference USA",2.14,2128,-44.38,1,7
196,"Idaho","Independent",2.12,2121,-40.38,1,8
197,"New Mexico State","Independent",2.03,2123,-44.52,1,8
198,"Eastern Michigan","Mid-American Conference",2.03,2120,-42.83,1,8
199,"Georgia State","Sun Belt Conference",1.96,2097,-30.54,0,9
200,"Miami (Ohio)","Mid-American Conference",1.78,2101,-39.1,0,8
201,"Savannah State","Mid-Eastern",1.53,2175,-93.35,0,2
202,"Southern Mississippi","Conference USA",1.47,2107,-52.31,0,8
