"Rank","Team","Conference","Score","Elo","True Margin","Wins","Losses"
194,"Weber State","Big Sky",2.38,2174,-71.36,0,2
195,"Northwestern State","Southland",2.37,2173,-70.76,0,2
196,"New Mexico State","Independent",2.3,2112,-39.41,1,9
197,"Idaho","Independent",2.2,2109,-40.95,1,9
198,"Georgia State","Sun Belt Conference",2.18,2089,-30.75,0,10
199,"Western Michigan","Mid-American Conference",2.18,2098,-35.52,1,10
200,"Florida International","Conference USA",1.72,2104,-54.05,1,9
201,"Miami (Ohio)","Mid-American Conference",1.64,2080,-43.33,0,10
202,"Savannah State","Mid-Eastern",1.61,2175,-97.26,0,2
203,"Southern Mississippi","Conference USA",1.37,2085,-55.09,0,10
