"Rank","Team","Conference","Score","Elo","True Margin","Wins","Losses"
168,"Sacramento State","Big Sky",3.18,2174,-37.52,0,2
169,"Tennessee-Martin","OVC",3.15,2186,-46.62,0,1
170,"Murray State","OVC",3.12,2174,-39.76,0,2
171,"Colgate","Patriot",3.1,2186,-48.62,0,1
172,"Delaware","Colonial",3.07,2187,-49.78,0,1
173,"Purdue","Big Ten Conference",3.06,2143,-21.16,1,6
174,"Nicholls State","Southland",3.06,2185,-49.21,1,2
175,"Lamar","Southland",2.95,2174,-45.27,0,2
176,"Grambling","Southwestern",2.93,2186,-53.6,0,1
177,"Morgan State","Mid-Eastern",2.9,2173,-45.97,0,2
178,"Virginia Military","Big South",2.87,2186,-55.75,0,1
179,"Hawai'i","Mountain West Conference",2.85,2115,-10.07,0,7
180,"Florida A&M","Mid-Eastern",2.81,2188,-58.74,0,1
181,"Gardner-Webb","Big South",2.81,2187,-58.15,0,1
182,"Western Carolina","Southern",2.7,2162,-45.08,0,3
183,"Elon","Southern",2.7,2186,-61.11,0,1
184,"Air Force","Mountain West Conference",2.64,2128,-24.66,1,7
185,"Connecticut","American Athletic Conference",2.61,2119,-19.88,0,7
186,"UTEP","Conference USA",2.58,2134,-30.7,1,6
187,"Massachusetts","Mid-American Conference",2.56,2126,-26.16,1,7
188,"Wagner","Northeast",2.54,2185,-65.59,0,1
189,"Arkansas-Pine Bluff","Southwestern",2.53,2186,-66.38,0,1
190,"Austin Peay","OVC",2.49,2161,-51.22,0,3
191,"Western Michigan","Mid-American Conference",2.21,2122,-34.69,1,8
192,"Idaho","Independent",2.19,2131,-40.81,1,7
193,"Eastern Michigan","Mid-American Conference",2.18,2130,-40.45,1,7
194,"Florida International","Conference USA",2.1,2138,-48.21,1,6
195,"Weber State","Big Sky",2.09,2174,-72.38,0,2
196,"Northwestern State","Southland",2.08,2173,-71.51,0,2
197,"Georgia State","Sun Belt Conference",2.02,2107,-30.66,0,8
198,"New Mexico State","Independent",1.97,2132,-48.76,1,7
199,"Southern Mississippi","Conference USA",1.62,2117,-49.77,0,7
200,"Miami (Ohio)","Mid-American Conference",1.6,2101,-40.22,0,8
201,"Savannah State","Mid-Eastern",1.52,2175,-90.75,0,2
